1)GENOA,_February_19th....._215	10	as_seen_from_the_sea_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	the_sea	false	Y	def	sea	NN	common	sg	3	09426788-N	09225146-N	00002452-N	00001930-N	00001740-N	4	noun.object	seen	none	none	see	false	1	VBN	02106506-V	1	verb.perception	present	see	true	VBN	false	pres_perf	active	02129289-V	NULL	NULL	NULL	0.39285714285714285	0.13020833333333334	0.0	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._195	11	Zelphine_says	Zelphine	false	none	none	zelphine	NNP	proper	sg	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	says	none	none	say	false	0	VBZ	00940384-V	1	verb.communication	present	say	false	VBZ	false	pres	active	01009240-V	NULL	NULL	NULL	0.0	0.45312500000000006	0.0	0.0	NO	NARRATIVE
1)GENOA,_February_19th....._71	11	that_it_would_be_very_ungrateful_of_us	it	false	NO-NOUN	none	it	PRP	pronoun	sg	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	be	positive	be	ungrateful	false	4	JJ	01147044-A	0	adj.all	none	be	false	VB	false	cond	active	NULL	NULL	NULL	NULL	0.0	0.08984375	0.24193548387096778	0.24193548387096778	NO	EVALUATIVE
1)GENOA,_February_19th....._72	11	if_we_were_to_complain_of_cloudy_weather_,	we	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	complain	none	none	complain	false	0	VB	00907147-V	0	verb.communication	none	complain	false	VB	false	infinitif	active	NULL	NULL	NULL	NULL	0.0	0.18402777777777776	0.20430107526881722	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._178	11	as_the_skies_might_be_pouring_down_upon_us_instead_of_only_threatening_,	the_skies	false	Y	def	sky	NNS	common	pl	3	09436708-N	09210604-N	14877585-N	14939445-N	00001740-N	6	noun.object	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	threatening	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.0	0.1763392857142857	0.0	0.48387096774193544	NO	EVALUATIVE
1)GENOA,_February_19th....._179	11	and_,_after_all_,_we_are_having_the_same_good_luck_that_we_had_in_Madeira_,_Granada_,_and_Algiers	we	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	the_same_good_luck	false	N	def	luck	NN	common	sg	3	14473222-N	13920429-N	00024720-N	00024264-N	00001740-N	5	noun.state	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	had	none	none	have	false	0	VBD	02203362-V	0	verb.possession	past	have	false	VBD	false	sim_past	active	NULL	NULL	NULL	NULL	0.0551948051948052	0.10085227272727272	0.14956011730205282	0.0	NO	EVALUATIVE
1)GENOA,_February_19th....._180	11	in_coming_after_the_rain_instead_of_before_it_.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	the_rain_instead_of_before_it	false	Y	def	rain	NN	common	sg	3	11501381-N	11494638-N	11524662-N	11425580-N	00001740-N	9	noun.phenomenon	coming	none	none	come	false	0	VBG	01835496-V	1	verb.motion	none	come	false	VBG	false	other	unknown	01849221-V	NULL	NULL	NULL	0.0	0.065625	0.0	0.1741935483870968	NO	EVALUATIVE
1)GENOA,_February_19th....._142	12	And_how_do_we_get_on_together_?	we	false	NO-NOUN	none	we	PRP	pronoun	pl	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	get	none	how	get	false	1	VB	02210855-V	0	verb.possession	none	get	false	VB	false	other	unknown	NULL	NULL	NULL	NULL	0.0	0.2109375	0.0	0.0	NO	OTHER
1)GENOA,_February_19th....._73	13	Really_,_monsieur_,_you_display_courage	you	false	NO-NOUN	none	you	PRP	pronoun	unknown	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	courage	false	N	none	courage	NN	common	sg	3	04857083-N	04620558-N	04620216-N	04616059-N	00001740-N	6	noun.attribute	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	display	positive	monsieur	display	false	4	VBP	02137132-V	1	verb.perception	present	display	false	VBP	false	pres	active	02140033-V	NULL	NULL	NULL	0.7244897959183673	0.10714285714285714	0.0	0.2903225806451613	NO	OTHER
1)GENOA,_February_19th....._74	13	when_you_ask_that_question_,	you	false	NO-NOUN	none	you	PRP	pronoun	unknown	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	that_question	false	Y	demon	question	NN	common	sg	3	07193596-N	07193184-N	07185325-N	07160883-N	00001740-N	8	noun.communication	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ask	none	when	ask	false	1	VBP	02367363-V	3	verb.communication	present	ask	false	VBP	false	pres	active	00784342-V	NULL	00740577-V	02376958-V	0.39285714285714285	0.13020833333333334	0.0	0.0	NO	OTHER
1)GENOA,_February_19th....._75	13	as_I_might_here_and_now_unburden_my_mind_of_a_long_list_of_grievances_.	I	false	NO-NOUN	none	i	PRP	pronoun	unknown	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	my_mind_of_a_long_list_of_grievances	false	Y	def	mind	NN	common	sg	3	05611302-N	00023271-N	00023100-N	00002137-N	00001740-N	4	noun.cognition	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	unburden	positive	now	unburden	false	2	VB	02205272-V	1	verb.possession	none	unburden	false	VB	false	cond	active	02360171-V	NULL	NULL	NULL	0.2767857142857143	0.029296875	0.07258064516129034	0.07258064516129034	YES	OTHER
